"Time","R","P","S"
531,0.342549923195084,0.392377112135177,0.265072964669739
532,0.345352410217016,0.389283656616094,0.265363933166891
533,0.34881825590872,0.385397190661106,0.265784553430174
534,0.350578298219513,0.383068579929932,0.266353121850554
535,0.35541995002883,0.378964059196617,0.265615990774553
536,0.358710298363811,0.374542829643888,0.2667468719923
537,0.36255421686747,0.370602409638554,0.266843373493976
538,0.36376377343901,0.36820993620723,0.26802629035376
539,0.366288570604633,0.36402960684418,0.269681822551187
540,0.3690550763745,0.360670746398111,0.270274177227389
541,0.37114691031498,0.357153161817745,0.271699927867276
542,0.375647171620326,0.352636625119847,0.271716203259827
543,0.379632737210529,0.347461283981397,0.272905978808074
544,0.382008952206767,0.343601097367281,0.274389950425952
545,0.383778056063963,0.340236971390039,0.275984972545998
546,0.386170059188682,0.336316827871613,0.277513112939705
547,0.388188900644417,0.333702029431567,0.278109069924017
548,0.388627413312842,0.332676976275094,0.278695610412064
549,0.389554176886452,0.327946905208484,0.282498917905064
550,0.390815099783602,0.323443135369079,0.285741764847319
551,0.394855986899143,0.318851748386475,0.286292264714382
552,0.395466358648571,0.315333525844643,0.289200115506786
553,0.396585717720606,0.309930271699928,0.293484010579466
554,0.396741734547197,0.308241494968855,0.295016770483948
555,0.396927078316155,0.304835757634139,0.298237164049706
556,0.397321643624452,0.299773592176887,0.302904764198661
557,0.39632761536603,0.296931625996618,0.306740758637352
558,0.396846127799545,0.293861558554636,0.309292313645818
559,0.398168338421282,0.289189320153123,0.312642341425595
560,0.397950799864675,0.286066405683631,0.315982794451694
561,0.4,0.281975188518609,0.318024811481391
562,0.398919602881059,0.280465252092661,0.32061514502628
563,0.397864077669903,0.279757281553398,0.322378640776699
564,0.397030373379764,0.275972141613465,0.326997485006771
565,0.397530506921333,0.270920754352964,0.331548738725703
566,0.396540895695444,0.268708633267308,0.334750471037248
567,0.393768115942029,0.267536231884058,0.338695652173913
568,0.392140830166899,0.2653071040354,0.342552065797701
569,0.390060313630881,0.263112183353438,0.346827503015682
570,0.38545331855208,0.262833180700824,0.351713500747096
571,0.383141391657795,0.261201974257234,0.355656634084971
572,0.380337540500024,0.260747618356787,0.358914841143189
573,0.37691936262675,0.261757605021729,0.361323032351521
574,0.374975929135375,0.26054303870595,0.364481032158675
575,0.371505687295161,0.261422787738577,0.367071524966262
576,0.367735422775561,0.261548815074749,0.37071576214969
577,0.363688871775125,0.263380824027724,0.372930304197151
578,0.358289795331448,0.264199779513972,0.37751042515458
579,0.353147525228256,0.264440172993753,0.382412301777991
580,0.347116588042746,0.265764898430731,0.387118513526524
581,0.34348161729229,0.265367171668436,0.391151211039274
582,0.339749759384023,0.266265640038499,0.393984600577478
583,0.336947136141226,0.268684639739039,0.394368224119735
584,0.334179640718563,0.270131736526946,0.395688622754491
585,0.330877427997321,0.270165534398622,0.398957037604057
586,0.327476958525346,0.271217357910906,0.401305683563748
587,0.322203512148184,0.273755111859514,0.404041375992302
588,0.31821243024822,0.273715605156821,0.408071964594959
589,0.314261028176451,0.277204435270964,0.408534536552585
590,0.312335455459289,0.278349528505098,0.409315016035613
591,0.309087419633433,0.281211016217254,0.409701564149314
592,0.305890259709087,0.283615764965676,0.410493975325236
593,0.301277126944498,0.287065488765124,0.411657384290378
594,0.298134256587805,0.289863435276015,0.41200230813618
595,0.294564694564695,0.292352092352092,0.413083213083213
596,0.290110101447185,0.294581470262993,0.415308428289822
597,0.287860605769692,0.296740747851966,0.415398646378342
598,0.286172555778991,0.299626544096524,0.414200900124485
599,0.282171581769437,0.302613941018767,0.415214477211796
600,0.278967495219885,0.305544933078394,0.415487571701721
601,0.275754671777671,0.308912314326785,0.415333013895544
602,0.272115384615385,0.311875,0.416009615384615
603,0.269944830894699,0.31479971216119,0.415255456944111
604,0.26531889290012,0.317015643802647,0.417665463297232
605,0.264246456465143,0.318194966734163,0.417558576800694
606,0.263456635720814,0.320602241570061,0.415941122709125
607,0.261761737709645,0.323177471286463,0.415060791003893
608,0.261202971483345,0.327534148094896,0.411262880421759
609,0.260171974828265,0.329346207426622,0.410481817745112
610,0.259774526265291,0.33125449748141,0.408970976253298
611,0.25761799480919,0.334422762664616,0.407959242526194
612,0.255064634381632,0.338655218985144,0.406280146633224
613,0.253449107573565,0.340762180414858,0.405788712011577
614,0.252927625263966,0.345507775004799,0.401564599731234
615,0.253643336529243,0.347938638542665,0.398418024928092
616,0.255183029486748,0.350570012987638,0.394246957525615
617,0.256572939197308,0.353664984378755,0.389762076423937
618,0.258815028901734,0.353805394990366,0.3873795761079
619,0.259561399299391,0.35683094198378,0.383607658716829
620,0.262618031922542,0.359967406413268,0.37741456166419
621,0.26243040890766,0.363937416010751,0.37363217508159
622,0.262925022844226,0.366469484922811,0.370605492232963
623,0.264524817237399,0.36879569065025,0.366679492112351
624,0.266477981387316,0.372973232274777,0.360548786337907
625,0.268358323721646,0.374279123414071,0.357362552864283
626,0.271545498314877,0.376215695714974,0.352238805970149
627,0.274085102295649,0.379262318701374,0.346652579002978
628,0.27514367816092,0.381752873563218,0.343103448275862
629,0.278863658139312,0.38291654690045,0.338219794960238
630,0.281318786486745,0.387118384534405,0.33156282897885
631,0.283836742496655,0.390604090995985,0.32555916650736
632,0.287239134596975,0.39364349990427,0.319117365498756
633,0.290361157617795,0.395120784501315,0.31451805788089
634,0.29011547122802,0.399166307316372,0.310718221455608
635,0.292924935289042,0.399961652765794,0.307113411945163
636,0.29501530807501,0.403176425564485,0.301808266360505
637,0.297742847558346,0.40326831839747,0.298988834044185
638,0.301751859851212,0.404175665946724,0.294072474202064
639,0.305269737474757,0.405231272237715,0.289498990287528
640,0.309749410802751,0.405896782261555,0.284353806935693
641,0.312842449293473,0.407334422762665,0.279823127943862
642,0.316330924924638,0.407818555911766,0.275850519163596
643,0.318179643010959,0.410250275159114,0.271570081829928
644,0.319558042760798,0.412015114554934,0.268426842684268
645,0.32359001389621,0.41204657626144,0.26436340984235
646,0.325735082846471,0.414663346422756,0.259601570730773
647,0.329370025889347,0.412743311918688,0.257886662191965
